116,Horsea,41.3939802273,2.17476799693,2016-07-19 18:19:51
16,Pidgey,41.3971486927,2.17684117881,2016-07-19 18:19:51
16,Pidgey,41.3977151201,2.17584296821,2016-07-19 18:19:51
19,Rattata,41.3967778042,2.17576618369,2016-07-19 18:19:51
84,Doduo,41.3974253485,2.1746144317,2016-07-19 18:19:51
19,Rattata,41.3964431672,2.17691796515,2016-07-19 18:19:51
19,Rattata,41.3964431672,2.17691796515,2016-07-19 18:19:51
41,Zubat,41.3960273871,2.17822335309,2016-07-19 18:19:51
16,Pidgey,41.3971486927,2.17684117881,2016-07-19 18:19:51
84,Doduo,41.3992652156,2.17661082055,2016-07-19 18:19:51
41,Zubat,41.398669818,2.17914482618,2016-07-19 18:19:51
16,Pidgey,41.4003951586,2.17891445614,2016-07-19 18:19:51
137,Porygon,41.3995766765,2.17668760651,2016-07-19 18:19:51
84,Doduo,41.3992652156,2.17661082055,2016-07-19 18:19:51
41,Zubat,41.3986509729,2.17599653763,2016-07-19 18:19:51
137,Porygon,41.3995766765,2.17668760651,2016-07-19 18:19:51
19,Rattata,41.4002964798,2.17169679183,2016-07-19 18:19:51
84,Doduo,41.3984031317,2.17254135235,2016-07-19 18:19:51
84,Doduo,41.3974253485,2.1746144317,2016-07-19 18:19:51
21,Spearow,41.3963734816,2.17231101609,2016-07-19 18:19:51
10,Caterpie,41.396140231,2.1722342376,2016-07-19 18:19:51
84,Doduo,41.3984031317,2.17254135235,2016-07-19 18:19:51
19,Rattata,41.3974049273,2.17154323708,2016-07-19 18:19:51
84,Doduo,41.3964892568,2.1703148179,2016-07-19 18:19:51
19,Rattata,41.3974049273,2.17154323708,2016-07-19 18:19:51
84,Doduo,41.398040873,2.17100579956,2016-07-19 18:19:51
21,Spearow,41.3963734816,2.17231101609,2016-07-19 18:19:51
10,Caterpie,41.396140231,2.1722342376,2016-07-19 18:19:51
84,Doduo,41.3977510486,2.16977739505,2016-07-19 18:19:51
16,Pidgey,41.3989057197,2.17077547116,2016-07-19 18:19:51
19,Rattata,41.4002964798,2.17169679183,2016-07-19 18:19:51
60,Poliwag,41.3984724231,2.16885611367,2016-07-19 18:19:51
21,Spearow,41.398402847,2.16839548005,2016-07-19 18:19:51
92,Gastly,41.3994428777,2.16716714679,2016-07-19 18:19:51
16,Pidgey,41.4001555659,2.16670653046,2016-07-19 18:19:51
84,Doduo,41.3990906295,2.16509441044,2016-07-19 18:19:51
19,Rattata,41.3997092511,2.1654782433,2016-07-19 18:19:51
41,Zubat,41.3998498625,2.16632268712,2016-07-19 18:19:51
16,Pidgey,41.4001555659,2.16670653046,2016-07-19 18:19:51
19,Rattata,41.3997745165,2.1661691507,2016-07-19 18:19:51
69,Bellsprout,41.4006436486,2.16570854459,2016-07-19 18:19:51
92,Gastly,41.3994428777,2.16716714679,2016-07-19 18:19:51
84,Doduo,41.3975596224,2.16747422696,2016-07-19 18:19:51
23,Ekans,41.3962613908,2.16578531195,2016-07-19 18:19:51
84,Doduo,41.3961860389,2.16563177736,2016-07-19 18:19:51
98,Krabby,41.3961615508,2.16693683803,2016-07-19 18:19:51
84,Doduo,41.3975596224,2.16747422696,2016-07-19 18:19:51
84,Doduo,41.3969135946,2.16854902407,2016-07-19 18:19:51
10,Caterpie,41.3968267102,2.16900965926,2016-07-19 18:19:51
118,Goldeen,41.3957617425,2.16739745672,2016-07-19 18:19:51
35,Clefairy,41.3956734198,2.16793485115,2016-07-19 18:19:51
98,Krabby,41.3961615508,2.16693683803,2016-07-19 18:19:51
46,Paras,41.3960703481,2.16762776783,2016-07-19 18:19:51
84,Doduo,41.3977510486,2.16977739505,2016-07-19 18:19:51
60,Poliwag,41.3984724231,2.16885611367,2016-07-19 18:19:51
58,Growlithe,41.3951344367,2.16747422696,2016-07-19 18:19:51
29,Nidoran F,41.3952069045,2.16778130923,2016-07-19 18:19:51
35,Clefairy,41.3956734198,2.16793485115,2016-07-19 18:19:51
13,Weedle,41.3936378899,2.16801162231,2016-07-19 18:19:51
140,Kabuto,41.3935481192,2.16862579627,2016-07-19 18:19:51
21,Spearow,41.3933757814,2.16947029916,2016-07-19 18:19:51
60,Poliwag,41.3931526128,2.16885611367,2016-07-19 18:19:51
118,Goldeen,41.3957617425,2.16739745672,2016-07-19 18:19:51
46,Paras,41.3960703481,2.16762776783,2016-07-19 18:19:51
84,Doduo,41.3941577271,2.16532470976,2016-07-19 18:19:51
58,Growlithe,41.3951344367,2.16747422696,2016-07-19 18:19:51
118,Goldeen,41.3957617425,2.16739745672,2016-07-19 18:19:51
